open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1697586554000.00,28393.39,28393.39,28393.39,28393.39,0.5,1697586554999.00,14196.695,3,0.5,14196.695,0
1697586555000.00,28393.39,28393.39,28393.39,28393.39,0.06188,1697586555999.00,1756.982973,1,0.06188,1756.982973,0
1697586556000.00,28393.39,28393.39,28393.39,28393.39,0,1697586556999.00,0,0,0,0,0
1697586557000.00,28393.39,28396.57,28393.39,28396.57,2.12091,1697586557999.00,60225.69255,81,2.10273,59709.44309,0
1697586558000.00,28396.56,28396.57,28396.56,28396.56,0.23334,1697586558999.00,6626.055606,8,0.22955,6518.432644,0
1697586559000.00,28396.56,28396.56,28396.56,28396.56,0,1697586559999.00,0,0,0,0,0
1697586560000.00,28396.57,28396.57,28396.57,28396.57,0.00035,1697586560999.00,9.9387995,1,0.00035,9.9387995,0
1697586561000.00,28396.57,28396.57,28396.56,28396.56,0.01316,1697586561999.00,373.6987635,2,0.00339,96.2643723,0
1697586562000.00,28396.57,28396.57,28396.57,28396.57,0.0065,1697586562999.00,184.577705,4,0.0065,184.577705,0
1697586563000.00,28396.57,28396.57,28396.57,28396.57,0.00233,1697586563999.00,66.1640081,1,0.00233,66.1640081,0
1697586564000.00,28396.56,28396.57,28396.56,28396.56,0.46214,1697586564999.00,13123.19079,4,0.45468,12911.35245,0
1697586565000.00,28396.56,28396.56,28396.56,28396.56,0,1697586565999.00,0,0,0,0,0
1697586566000.00,28396.56,28396.56,28396.56,28396.56,0.01192,1697586566999.00,338.4869952,1,0,0,0
1697586567000.00,28396.56,28396.57,28396.56,28396.57,0.13476,1697586567999.00,3826.721747,3,0.13212,3751.754828,0
1697586568000.00,28396.57,28396.57,28396.57,28396.57,0.00087,1697586568999.00,24.7050159,1,0.00087,24.7050159,0
1697586569000.00,28396.56,28396.56,28396.56,28396.56,0.35905,1697586569999.00,10195.78487,2,0,0,0
1697586570000.00,28396.56,28396.56,28396.56,28396.56,0.00971,1697586570999.00,275.7305976,1,0,0,0
1697586571000.00,28396.56,28396.56,28396.56,28396.56,0,1697586571999.00,0,0,0,0,0
1697586572000.00,28396.56,28396.56,28396.56,28396.56,0.09011,1697586572999.00,2558.814022,4,0,0,0
1697586573000.00,28396.56,28396.56,28396.56,28396.56,0.00671,1697586573999.00,190.5409176,2,0,0,0
1697586574000.00,28396.56,28396.56,28396.56,28396.56,0.03426,1697586574999.00,972.8661456,3,0,0,0
1697586575000.00,28396.57,28396.57,28396.57,28396.57,0.01211,1697586575999.00,343.8824627,2,0.01211,343.8824627,0
1697586576000.00,28396.57,28396.57,28396.57,28396.57,0,1697586576999.00,0,0,0,0,0
